"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"AA 188 PERUNDURAI RAILWAY STATION PACCS","AA 188 PERUNDURAI RAILWAY STATION PACCS","6725675","Perundurai (Post), Perudurai (Via)","Erode","TAMIL NADU","100","30-May-2023","29-May-2028","9976954444","Active",""
"AA 542 Karukkupalayam Primary Agricultural Co Opertive Credit Society Ltd.,","AA 542 Karukkupalayam Primary Agricultural Co Opertive Credit Society Ltd.,","6988026","Karukkupalayam Villagae, Koothambi Post","Erode","TAMIL NADU","100","21-Oct-2024","20-Oct-2029","9486622433","Active",""
"AA226 MODAKKURICHI PACS","AA226 MODAKKURICHI PACS","6784532","ANNA ROAD MODAKKURICHI,","Erode","TAMIL NADU","200","25-Sep-2023","24-Sep-2028","9842863326","Active",""
"AA502SIVAGIRI PACS","Sivagiri Pacs","6683288","Sivagiri,","Erode","TAMIL NADU","100","16-Feb-2023","15-Feb-2028","9443913785","Active",""
"AA509 Koonampatti pacs","AA509 KOONAMPATTI PACS","6724959","K THOTTIYAPALAYAM, KAVUTHAMPALAYAM, K THOTTIPALAYAM","Tiruppur","TAMIL NADU","100","30-May-2023","29-May-2028","9095155240","Active",""
"AA527ANJUR PACS","AA527 ANJUR PACS","6714422","ICHIPALAYAM,","Erode","TAMIL NADU","100","02-May-2023","01-May-2028","9443563195","Active",""
"AA527ANJUR PACS","AA527 ANJUR PACS","6682835","ICHIPALAYAM,","Erode","TAMIL NADU","100","15-Feb-2023","14-Nov-2025","9443563195","Active",""
"AA528 VAZHAITHOTTAM PACS","AA528 vazhaithottampacs","6685713","vazhaithottam(po), sivagiri(via)","Erode","TAMIL NADU","200","20-Feb-2023","19-Feb-2028","9443787897","Active",""
"AA540 THUDUPPATHI PRIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY 6837/2010SF","Thudupathy PACS","6997563","Perundurai Main Road, Thudupathy Po","Erode","TAMIL NADU","100","25-Nov-2024","24-Nov-2029","9788656453","Active",""
"AA551 KOLANTHAPALAYAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD","RIDF","6534333","KOLANTHAPALAYAM, IRUGALUR PO","Erode","TAMIL NADU","100","28-Sep-2021","27-Dec-2025","9524527829","Active",""
"AA82VILLAKETHI PACS","VILAKKETHI PACS","8491642","VILAKKETHI, vilakkethi TP","Erode","TAMIL NADU","200","20-Jul-2020","19-Jul-2025","9095260641","Active",""
"AKKUR PACCS LIMITED","ZB86 AKKUR PACCS","6561245","BHARATHI STREET, AKKUR","Nagapattinam","TAMIL NADU","100","10-Mar-2022","09-Mar-2027","9994938992","Active",""
"Amayapuramkolathurampatty paccs","MM.341. Amayapuram Kolathurampatty PACCS Ltd.","5651662","Kolathurampatty, Amayapuram PO","Tiruchirappalli","TAMIL NADU","100","22-Jun-2021","21-Jun-2026","9543223147","Active",""
"Amirtha Agro Enterprises Pvt Ltd","Amirtha Agro Enterprise Pvt Ltd","6851760","76/4A2,Madurai-Dindigul National Highway, Village-Nagari,Thiruvalavayanallur","Madurai","TAMIL NADU","3500","06-Feb-2024","05-Feb-2029","9443143591","Active",""
"amurukampatty paccs","A MURUKAMPATTY PACCS","6651244","A MURUKAMPATTY POST, KAMBANALLUR VIA","Dharmapuri","TAMIL NADU","100","14-Nov-2022","13-Nov-2027","9486933575","Active",""
"ARADAPATTU PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","H.H.628 ARADAPATTU PACCS","6540546","ARADAPATTU VILLAGE,","Tiruvannamalai","TAMIL NADU","100","08-Nov-2021","07-Nov-2026","7010919918","Active",""
"Arasanimangalam PACCS","Arasanimangalam PACCS","6757629","Arasanimangalam Village, Uthiramerur Taluk","Kancheepuram","TAMIL NADU","100","17-Jul-2023","16-Jan-2028","6369937844","Active",""
"Arpakkam PACCS","Arpakkam PACCS","6695977","Arpakkam Village & Post, Walajabad Taluk","Kancheepuram","TAMIL NADU","100","15-Mar-2023","14-Mar-2028","9444777279","Active",""
"AYAKKARANPULAM PACS LIMITED","OM221 AYAKKARANPULAM PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LIMITED","6570154","5/2 CHETTIYAR KUTHAGAI SOUTH,","Nagapattinam","TAMIL NADU","100","21-Apr-2022","20-Apr-2027","9786637444","Active",""
"C 2016 ICHIPUTHUR PACS","C 2016 ICHIPUTHUR PACCS","4551669","Ichiputhur Village and Post Arakkonam T K Ranipet,","Vellore","TAMIL NADU","100","12-Apr-2021","11-Apr-2026","9566877719","Active",""
"C 2027 THAKKOLAM PACCS","C 2027 Thakkolam Paccs","6696330","Payandiyamman kovil Street thakkolam,","Vellore","TAMIL NADU","100","16-Mar-2023","15-Mar-2028","9445101200","Active",""
"C2063 GUDIYATHAM APCMS","C2063 GUDIYATHAM APCMS","4711642","R S ROAD SETHUKKARAI ASHOK NAGAR GUDIYATHAM,","Vellore","TAMIL NADU","500","19-Apr-2021","18-Apr-2026","8870344021","Active",""
"C2088 ANAICUT PACCS","C2088 ANAICUT PACCS","5631661","GANDHI ROAD ANAICUT TK,","Vellore","TAMIL NADU","100","21-Jun-2021","20-Jun-2026","9865215910","Active",""
"C2491 RAJAPURAM PACCS","C2491RAJAPURAM PACCS","5911646","THANGAL BUS STOP RAJAPURAM VILLAGE,","Vellore","TAMIL NADU","100","05-Jul-2021","04-Jul-2026","9159344789","Active",""
"C2522 ODUGATHUR NEMANDAPURAM PACCS","C2522 ODUGATHUR PACCS","6131654","SANTHAIMEDU ODUGATHUR VILLAGE,","Vellore","TAMIL NADU","100","22-Jul-2021","21-Jul-2026","9025279952","Active",""
"C2568 USSOOR PACCS LTD","C2568 USSOOR PACCS","7034556","SEKANOOR MAIN ROAD,","Vellore","TAMIL NADU","100","07-Mar-2025","06-Mar-2030","6383939006","Active",""
"C2583KAMMAVANPETTAI PACCS","C2583 KAMAVANPETTAI PACCS","4691658","ARCOT ROAD KAMMAVANPETTAI VILLAGE & POST,","Vellore","TAMIL NADU","100","16-Apr-2021","15-Apr-2026","9487161936","Active",""
"C898 VETTUVANAM PACCS","C898 VETTUVANAM PACCS","5651658","3 RAIL ROAD STREET VETTUVANAM VILLAGE AND POST,","Vellore","TAMIL NADU","100","22-Jun-2021","21-Jun-2026","9994328388","Active",""
"CC2355 - Nambiyampalayam Paccs","CC2355 NAMBIYAMPALAYAMPACCS","6706329","NAMBIYAMPALAYAM, AVINASHI","Tiruppur","TAMIL NADU","200","07-Jan-2025","06-Jan-2030","9003709563","Active",""
"Central Warehousing Corporation","Central Warehouse, Chrompet","3251649","No.1 Chitlapakkam II nd main road,","Chennai","TAMIL NADU","20000","09-Mar-2021","08-Mar-2026","9337261502","Active",""
"Central Warehousing Corporation","Central Warehouse Moolapalayam","6593644","42 B, Vinayagar Koil Street,","Erode","TAMIL NADU","14440","13-Jun-2022","12-Jun-2027","7299633483","Active",""
"Central Warehousing Corporation","Central Warehouse, Erode","6595177","Central Warehousing Corporation,","Erode","TAMIL NADU","1160","13-Jun-2022","12-Jun-2027","7907544745","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE MADURAI UNIT I","6593198","T.P.K ROAD, PALAGANATHAM,","Madurai","TAMIL NADU","630","10-Jun-2022","09-Jun-2027","9847052346","Active",""
"Central Warehousing Corporation","Central Warehouse Virudhunagar","6591846","NO.23, PATEL ROAD,","Virudhunagar","TAMIL NADU","21230","07-Jun-2022","06-Jun-2027","7873572105","Active",""
"Central Warehousing Corporation","Central Warehouse, Thanjavur-2","1010420","Central Warehouse, No.1 Vallam Road,,","Thanjavur","TAMIL NADU","20000","29-Jun-2022","26-Aug-2027","8344592794","Active",""
"Central Warehousing Corporation","Central Warehouse, Hosur-Unit-II","2591640","NO.56,57,58a, SIPCOT-II, Hosur.,","Krishnagiri","TAMIL NADU","20000","19-Feb-2021","18-Feb-2026","8344592794","Active",""
"Central Warehousing Corporation","Central Warehouse, Thanjavur-1","1010412","Central Warehouse, No.1 Vallam Road,,","Thanjavur","TAMIL NADU","56375","29-Jun-2022","26-Aug-2027","9486060158","Active",""
"Central Warehousing Corporation","Central Warehouse Thoothukudi","6596431","10,SIPCOT INDUSTRIAL COMPLEX,KORAMPALLAM POST,","Thoothukkudi","TAMIL NADU","10000","20-Jun-2022","19-Jun-2027","9551514205","Active",""
"Central Warehousing Corporation","Central Warehouse, Singanallur","6597249","Neelikonnampalayam P.O,","Coimbatore","TAMIL NADU","10000","23-Jun-2022","22-Jun-2027","8129554855","Active",""
"Central Warehousing Corporation","Central Warehouse Madurai II","6595268","Bye Pass Road Ellis Nagar,","Madurai","TAMIL NADU","29590","14-Jun-2022","13-Jun-2027","9487052346","Active",""
"Central Warehousing Corporation","Central Warehouse Nagercoil","6593016","PALLIVILAI ROAD, VETTURNIMADAM, NAGERCOIL,","Kanniyakumari","TAMIL NADU","7020","10-Jun-2022","09-Jun-2027","9400584523","Active",""
"Central Warehousing Corporation","Central Warehouse, Royapuram","2731702","131 Shaik Maistry Street, Royapuram,","Chennai","TAMIL NADU","5000","24-Feb-2021","23-Feb-2026","8089910602","Active",""
"Central Warehousing Corporation","Central Warehouse, Cuddalore","1010883","No.1-B, SIPCOT Phase- II, Semmanmkuppam,","Cuddalore","TAMIL NADU","16000","29-May-2022","26-Aug-2027","9884108336","Active",""
"Central Warehousing Corporation","Central Warehouse, Trichy","1010362","K.K. Nagar, Tiruchirappalli,","Tiruchirappalli","TAMIL NADU","107630","21-Jun-2022","26-Aug-2027","9003218765","Active",""
"Central Warehousing Corporation","Central Warehouse, Hosur-1","2571663","No.96, SIPCOT-1, Hosur.,","Krishnagiri","TAMIL NADU","10000","19-Feb-2021","18-Feb-2026","8344592794","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE SHOLAVARAM","6712087","No. 511/3,511/4,511/5,511/6, Athur road, Cholavaram, Chennai, Tamil Nadu, 600067,","Thiruvallur","TAMIL NADU","37076","27-Apr-2023","26-Apr-2028","9952083482","Inactive","EFFECTIVE CONTROL EXPIRED"
"Central Warehousing Corporation","Central Warehouse Udumalpet","6593107","Central Warehouse Udumalpet,","Tiruppur","TAMIL NADU","6504","10-Jun-2022","09-Jun-2027","9773791431","Active",""
"Central Warehousing Corporation","Central Warehousing Corportion - Mannargudi","1008275","Pamani Village, Mannargudi","Thiruvarur","TAMIL NADU","12000","08-Jun-2022","26-Aug-2027","6374343065","Active",""
"Central Warehousing Corporation","Central Warehouse Kumbakonam","1010446","Central Warehouse, Needamangalam Road","Thanjavur","TAMIL NADU","7500","10-Jun-2022","26-Aug-2027","9445170537","Active",""
"Central Warehousing Corporation","Central Warehouse, Chidambaram","1010388","Central Warehouse Manalur, Chidambaram, Keerapalayam Post.,","Cuddalore","TAMIL NADU","20400","31-May-2022","26-Aug-2027","6369684401","Active",""
"CHEYYUR PACCS","VLSPL46 CHEYYUR PACS","5051671","CHEYYUR VILLAGE AND POST ARAKKONAM TK RANIPET,","Vellore","TAMIL NADU","100","03-May-2021","02-May-2026","9442721120","Active",""
"Chidambaram APCMS","Chidambaram Apcms Kattumannarkoil Branch 500 MT","6692552","Mela Veedhi, Kattumannarkoil","Cuddalore","TAMIL NADU","500","07-Mar-2023","06-Mar-2028","9344809522","Active",""
"CHUNAMBEDU PRIMARY AGRICULTUTAL CO-OPERATIVE CREDIT SOCIETY","CHUNAMBEDU PRIMARY AGRICULTUTAL CO-OPERATIVE CREDIT SOCIETY","6650709","Bazar Street,, Chunambedu & Post","Kancheepuram","TAMIL NADU","124","14-Nov-2022","13-Nov-2027","9788599027","Active",""
"COIMBATORE MARKET COMMITTEE","POLLACHI REGULATED MARKET","6633333","157, MEENKARAI ROAD, POLLACHI","Coimbatore","TAMIL NADU","2000","22-Sep-2022","21-Sep-2027","7010615376","Active",""
"COIMBATORE MARKET COMMITTEE","CHIKKADASAMPALAYAM COLD STORAGE","6821342","SIRUMUGAI ROAD,, ARIVOLI NAGAR","Coimbatore","TAMIL NADU","500","21-Dec-2023","20-Jun-2028","9659242424","Active",""
"COIMBATORE MARKET COMMITTEE","NEGAMAM REGULATED MARKET","6966782","DHARAPURAM ROAD,","Coimbatore","TAMIL NADU","350","13-Aug-2024","12-Aug-2029","9626047530","Active",""
"COIMBATORE MARKET COMMITTEE","ANNUR REGULATED MARKET","6966964","NAKAMMAPUDUR,","Coimbatore","TAMIL NADU","2350","13-Aug-2024","12-Feb-2029","8883453333","Active",""
"COIMBATORE MARKET COMMITTEE","Vadakkipalayam Sub Market","6632970","Nadupuni Main Road, Vadakkipalayam","Coimbatore","TAMIL NADU","1000","22-Sep-2022","21-Sep-2027","9865154644","Active",""
"COIMBATORE MARKET COMMITTEE","ANAIMALAI REGULATED MARKET","6963722","SETHUMADAI RAOD,","Coimbatore","TAMIL NADU","4700","30-Jul-2024","29-Apr-2029","9047155282","Active",""
"COIMBATORE MARKET COMMITTEE","THONDAMUTHUR REGULATED MARKET","6963904","NARASIPURAM RAOD, KULATHUPALAYAM ROAD","Coimbatore","TAMIL NADU","700","31-Jul-2024","30-Apr-2029","9566169829","Active",""
"COIMBATORE MARKET COMMITTEE","Thondamuthur Regulated Market","6632160","Narasipuram Road, Kulathupalayam, Thondamuthur","Coimbatore","TAMIL NADU","2000","21-Sep-2022","20-Sep-2027","9994564540","Active",""
"COIMBATORE MARKET COMMITTEE","COIMBATORE RUGULATED MARKET","6949689","TRICHY ROAD, RAMANATHAPURAM,","Coimbatore","TAMIL NADU","2500","25-Jun-2024","24-Mar-2029","9994564540","Active",""
"COIMBATORE MARKET COMMITTEE","Anaimalai Regulated Market","6632707","Sethumadai Road, Pollachi Road, Anaimalai","Coimbatore","TAMIL NADU","2000","21-Sep-2022","20-Sep-2027","9944115918","Active",""
"COIMBATORE MARKET COMMITTEE","KARAMADAI REGULATED MARKET","6963813","SIRUMUGAI ROAD,","Coimbatore","TAMIL NADU","500","30-Jul-2024","29-Apr-2029","9659242424","Active",""
"COIMBATORE MARKET COMMITTEE","VADAKKIPALAYAM SUB MARKET","7060742","NADUPUNI MAIN ROAD, VADAKKIPALAYAM","Coimbatore","TAMIL NADU","300","29-Mar-2025","28-Mar-2030","9788552038","Active",""
"COIMBATORE MARKET COMMITTEE","KINATHUKADAVU REGULATED MARKET","6963631","KOTHAVADI PIRIVU, SINGARAMPALAYAM PIRIVU","Coimbatore","TAMIL NADU","300","30-Jul-2024","29-Apr-2029","9788552038","Active",""
"COIMBATORE MARKET COMMITTEE","Malayadipalayam Regulated Market","6636393","Senjeri Post, Sultanpet Via,","Coimbatore","TAMIL NADU","2000","27-Sep-2022","26-Sep-2027","9944115918","Active",""
"COIMBATORE MARKET COMMITTEE","Kinathukadavu Regulated Market","6632525","Kothavadi Pirivu, Singarampalayam Pirivu","Coimbatore","TAMIL NADU","2000","21-Sep-2022","20-Sep-2027","9865154644","Active",""
"COIMBATORE MARKET COMMITTEE","POLLACHI REGULATED MARKET","7005846","157, MEENKARAI ROAD, POLLACHI","Coimbatore","TAMIL NADU","770","30-Dec-2024","29-Jun-2029","9940919150","Active",""
"cuddalore market committee","Regulated Market Panruti","6623524","diventional road,","Cuddalore","TAMIL NADU","1000","30-Aug-2022","29-Aug-2027","9790670513","Active",""
"cuddalore market committee","Regulated Market, Sethiathope 2000 M.T","7060205","Miralur pannai,sethiathope,","Cuddalore","TAMIL NADU","2000","29-Mar-2025","28-Mar-2030","8098899638","Active",""
"cuddalore market committee","Regulated market cuddalore o.t","6642961","no.18,kuthusi gurusamy salai,salainagar, cuddalore o.t","Cuddalore","TAMIL NADU","2000","19-Oct-2022","18-Oct-2027","9994996866","Active",""
"cuddalore market committee","Regulated market kurinjipadi 500Mt","6657456","bhuvanagiri road, kurinjipadi","Cuddalore","TAMIL NADU","500","30-Nov-2022","29-Nov-2027","8754629221","Active",""
"cuddalore market committee","Regulated market vridhachalam 2000mt 2013","6656193","cuddalore road, vridhachalam","Cuddalore","TAMIL NADU","2000","30-Nov-2022","29-Nov-2027","7639975987","Active",""
"cuddalore market committee","Regulated market srimushnam","6655203","Andimadam road, srimushnam","Cuddalore","TAMIL NADU","500","30-Nov-2022","29-May-2027","8610903803","Active",""
"cuddalore market committee","Regulated market sethiathope","6614523","miralur pannai,","Cuddalore","TAMIL NADU","1000","13-Aug-2022","12-Aug-2027","9488372664","Active",""
"cuddalore market committee","Regulated Market, Srimushnam 2000 M.T","7060114","Andimadam road,srimushnam,","Cuddalore","TAMIL NADU","2000","29-Mar-2025","28-Mar-2030","8610903803","Active",""
"cuddalore market committee","Regulated Market, Panruti 2017 - 1000 M.T","7075773","Diversion road, panruti","Cuddalore","TAMIL NADU","1000","23-Apr-2025","22-Apr-2030","9865639680","Active",""
"D D 106 NAGALAPURAM PRIMARY AGRICULTURE CO OPERATIVE CREDIT SOCIETY LTD","dd 106 Nagalapuram Paccs","5951654","Nagalapuram, Theni","Theni","TAMIL NADU","200","07-Jul-2021","06-Jul-2026","9994633490","Active",""
"D D 109 AUNDIPATTY PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","DD 109 AUNDIPATTY PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","6071647","THEPPAMPATTI ROAD AUNDIPATTI,","Theni","TAMIL NADU","100","16-Jul-2021","15-Jul-2026","9626596839","Active",""
"D.D.1 KOOTHAMPOONDI PACCS","D.D.1 Koothampoondi PACCS","6693097","KOOTHAMPOONDI POST, KALLIMANTHAIYAM VIA","Dindigul","TAMIL NADU","100","07-Mar-2023","06-Mar-2028","9047090465","Active",""
"D.D.19 KALLIMANDAYAM PACCS","DD.19 KALLIMANDAYAM PACCS","9491657","KALLIMNADAYAM (POST), KALLIMNADAYAM","Dindigul","TAMIL NADU","100","27-Nov-2020","26-Nov-2025","8220057224","Active",""
"Damal Paccs","Damal PACCS","6695886","Main road, Damal Village & Post, Kanchipuram District","Kancheepuram","TAMIL NADU","100","15-Mar-2023","14-Mar-2028","9952542662","Active",""
"DD 147 JANGALPATTY PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","DD147 JANGALPATTI PACCS","5891643","THENI MAIN ROAD, JANGALPATTI","Theni","TAMIL NADU","200","05-Jul-2021","04-Jul-2026","9976908959","Active",""
"DD.541 ADIYANOOTHU PACS","DD.541 ADIYANOOTHU PACCS","2711657","NALLAMPATTI, ADIYANOOTHU(POST)","Dindigul","TAMIL NADU","100","23-Feb-2021","22-Feb-2026","8220057103","Active",""
"DD.575 JAVVADHUPATTY PACCS","DD.575 JAVVADHUPATTY PACCS","9891658","JAVVADHUPATTY (POST), IDAIYAKOTTAI (VIA)","Dindigul","TAMIL NADU","100","28-Dec-2020","27-Dec-2025","8220057208","Active",""
"DD107 SILLAMARATHUPATTI PACCS","DD107SILLAMARATHUPATTI PACCS","6550982","556 W-1 BODI THEVARAM MAIN ROAD, SILLAMARATHUPATTI","Theni","TAMIL NADU","100","31-Jan-2022","30-Jan-2027","9042014823","Active",""
"DD137LAKSHMIPURAM PACCS","DD137 LAKSHMIPURAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY","6331647","THENI TO PERIYAKULAM MAIN ROAD, PERIYAKULAM","Theni","TAMIL NADU","100","02-Aug-2021","01-Aug-2026","9751175580","Active",""
"DD544 SIRUMALAI PACCS","DD.544 SIRUMALAI PACS","2371650","SIRUMALAI(POST),","Dindigul","TAMIL NADU","100","02-Feb-2021","01-Feb-2026","8220057110","Active",""
"DD546 THADICOMBU PACS","DD 546 THADICOMBU PACCS","2251643","THADICOMBU POST, SILVARPATTI POST","Dindigul","TAMIL NADU","100","27-Jan-2021","26-Jan-2026","8220057112","Active",""
"DD581 ODAIPATTY PACCS","DD.581 ODAIPATTY PACCS","9911665","ODAIPATTY(POST),","Dindigul","TAMIL NADU","100","28-Dec-2020","27-Dec-2025","8220057214","Active",""
"Delta Foods Thanjavur","DELTA FOODS THANJAVUR","6939961","KADAVARAYANPATTI , PUNALKULAM PANCHAYAT, GANDHARVAKOTTAI","Pudukkottai","TAMIL NADU","8307","09-Jun-2024","08-Jun-2029","9345945426","Inactive",""
"Dharmapuri Market Committee,Dharmapuri","REGULATED MARKET POCHAMPALLI","6669428","THIRUPATHUR MAIN ROAD, POCHAMPALLI","Krishnagiri","TAMIL NADU","2000","02-Jan-2023","01-Jan-2028","9092849131","Active",""
